classifier_name,archive_name,dataset_name,iteration,precision,accuracy,recall,duration
inception,TSC,LargeKitchenAppliances,0.0,0.8965864290077183,0.8906666666666667,0.8906666666666666,524.8597762584686
inception,TSC,Lighting2,0.0,0.7527233115468409,0.7540983606557377,0.751082251082251,214.08432126045227
inception,TSC,Lighting7,0.0,0.802852504638219,0.8082191780821918,0.8265425468432986,88.66549444198608
inception,TSC,MALLAT,0.0,0.9408561931155974,0.929637526652452,0.9302680435877226,239.96043229103088
inception,TSC,Meat,0.0,0.9565217391304348,0.95,0.95,200.69979095458984
inception,TSC,MedicalImages,0.0,0.7834505344642732,0.7802631578947369,0.7425776650793771,185.02689385414124
inception,TSC,MiddlePhalanxOutlineAgeGroup,0.0,0.5764276673367582,0.7175,0.5687032064669195,97.62079739570618
inception,TSC,MiddlePhalanxOutlineCorrect,0.0,0.7925804515443926,0.81,0.808159891071776,157.25914549827576
inception,TSC,MiddlePhalanxTW,0.0,0.4103649019953003,0.5964912280701754,0.3978382487225816,99.48468017578124
inception,TSC,MoteStrain,0.0,0.8848303414143108,0.8809904153354633,0.8769227806662816,198.5585086345673
inception,TSC,NonInvasiveFatalECG_Thorax1,0.0,0.95746418002047,0.9592875318066156,0.9580825636292972,2549.576692819596
inception,TSC,NonInvasiveFatalECG_Thorax2,0.0,0.9515413834022612,0.9531806615776082,0.9502296733675764,2551.2684786319733
inception,TSC,OliveOil,0.0,0.8157051282051282,0.7666666666666667,0.6638888888888889,176.39674162864685
inception,TSC,OSULeaf,0.0,0.9385409268441008,0.9214876033057852,0.8885375494071147,206.05056190490723
inception,TSC,PhalangesOutlinesCorrect,0.0,0.8274382269139147,0.8344988344988346,0.8211381648266068,857.3519809246063
inception,TSC,Phoneme,0.0,0.206446787134969,0.3338607594936709,0.2091548818870033,418.5470550060272
inception,TSC,Plane,0.0,1.0,1.0,1.0,70.6398344039917
inception,TSC,ProximalPhalanxOutlineAgeGroup,0.0,0.7580736773774749,0.848780487804878,0.7899286987522283,213.47137022018435
inception,TSC,ProximalPhalanxOutlineCorrect,0.0,0.9025139017608896,0.9072164948453608,0.8795608477168451,298.25457763671875
inception,TSC,ProximalPhalanxTW,0.0,0.5064339634516092,0.7625,0.493121872197858,121.06309533119202
inception,TSC,RefrigerationDevices,0.0,0.5338133672040463,0.5306666666666666,0.5306666666666666,524.9263286590576
inception,TSC,ScreenType,0.0,0.5963178614416217,0.592,0.592,524.3710720539093
inception,TSC,ShapeletSim,0.0,0.9455445544554456,0.9388888888888888,0.9388888888888888,201.63257956504825
inception,TSC,ShapesAll,0.0,0.9322150072150072,0.92,0.92,650.883472442627
inception,TSC,SmallKitchenAppliances,0.0,0.7422899937212915,0.744,0.7440000000000001,521.034835100174
inception,TSC,SonyAIBORobotSurface,0.0,0.8623595505617978,0.8369384359400999,0.8571428571428572,215.2419950962067
inception,TSC,SonyAIBORobotSurfaceII,0.0,0.949220737913486,0.9559286463798532,0.9606490541422048,200.99662733078003
inception,TSC,StarLightCurves,0.0,0.9710820177032604,0.9774162214667316,0.9627302441151754,1823.1620995998385
inception,TSC,Strawberry,0.0,0.9699018347551712,0.9706362153344208,0.966002596017894,235.21265196800232
inception,TSC,SwedishLeaf,0.0,0.9702459913917528,0.9696,0.9704313319530712,248.72457027435303
inception,TSC,Symbols,0.0,0.9783460817823412,0.9778894472361808,0.9779619543510676,204.54123425483704
inception,TSC,synthetic_control,0.0,0.9967320261437908,0.9966666666666668,0.9966666666666668,158.1490375995636
inception,TSC,ToeSegmentation1,0.0,0.9691035013466718,0.9692982456140352,0.9703703703703704,228.94174003601077
inception,TSC,ToeSegmentation2,0.0,0.875,0.9384615384615383,0.9622641509433962,204.36691188812256
inception,TSC,Trace,0.0,1.0,1.0,1.0,87.7567229270935
inception,TSC,TwoLeadECG,0.0,0.995644599303136,0.9956101843722563,0.9956140350877192,198.62327933311465
inception,TSC,Two_Patterns,0.0,1.0,1.0,1.0,455.5762720108032
inception,TSC,UWaveGestureLibraryAll,0.0,0.9451241073216962,0.9444444444444444,0.9447356455322408,1511.3346395492554
inception,TSC,uWaveGestureLibrary_X,0.0,0.8151943927956967,0.818537130094919,0.8167752059434613,633.5493285655975
inception,TSC,uWaveGestureLibrary_Y,0.0,0.748931087091248,0.7529313232830821,0.753504390043019,636.416524887085
inception,TSC,uWaveGestureLibrary_Z,0.0,0.7493485350473532,0.7573981016192072,0.7589274975659288,629.2399137020111
inception,TSC,wafer,0.0,0.9954313796869312,0.9988643737832577,0.9987025665637088,512.2761149406433
inception,TSC,Wine,0.0,0.632538569424965,0.6296296296296297,0.6296296296296297,89.49291014671326
inception,TSC,WordsSynonyms,0.0,0.6538923684344741,0.7460815047021944,0.6220503390184184,208.90973782539368
inception,TSC,Worms,0.0,0.6063839040597021,0.6132596685082873,0.6086472086287825,149.5942986011505
inception,TSC,WormsTwoClass,0.0,0.7190838675213675,0.7237569060773481,0.7055764411027569,152.1465196609497
inception,TSC,yoga,0.0,0.8892107031641915,0.888,0.8857542222625261,280.1120839118957
